stu_code,spr_code,stu_gend,Disability,scj_crsc,scj_moac,stu_hqlc,Age,Class,spr_levc,Tariff,Yr1Mark,FinalMark,MitClaims,StuSup
1505517,1505517/1,F,No,BABM,FT,Q80,21,9,L6,110,65.75,65.58,0,0
1505529,1505529/2,M,No,BSCFCPERF,FT,HUK,24,6,L6,240,47.88,45.58,0,3
1505531,1505531/1,F,Yes,BAAAH,FT,P41,21,2,L6,380,63.38,67.3,0,6
1505532,1505532/1,F,No,BAAAH,FT,P42,21,2,L6,500,62.38,65.63,0,3
1505533,1505533/1,F,No,BAAAH,FT,P46,20,5,L6,490,57.13,68.38,0,8
1505538,1505538/1,F,No,BAAAH,FT,HUK,21,3,L6,290,58.63,60.93,0,8
1505561,1505561/1,M,No,BSCSEPS,FT,HUK,24,1,L6,280,54,58.95,0,0
1505589,1505589/1,M,No,BAPESEC,FT,P50,33,2,L6,070,76.5,80.03,0,0
1505612,1505612/1,F,No,BAAAH,FT,P41,21,1,L6,360,50.75,53.95,0,1
1505614,1505614/1,F,Yes,BAAAH,FT,HUK,21,5,L6,270,62.13,62.7,0,28
1505615,1505615/1,F,Yes,BAAAH,FT,P41,22,7,L6,380,63.5,64.83,0,29
1505621,1505621/1,F,No,BAAAH,FT,P41,21,5,L6,360,66.75,68,0,1
1505630,1505630/1,M,No,BSCFCPERF,FT,P50,21,1,L6,160,53.38,58.75,0,0
1505644,1505644/1,M,No,BSCFCPERF,FT,X04,25,6,L6,240,55,49.55,0,2
1505660,1505660/1,M,Yes,BSCSPTH,FT,Q80,21,6,L6,420,56.5,56.25,0,39
1505663,1505663/1,F,No,BAAAH,FT,X06,21,9,L6,,61.75,64.9,0,0
1505669,1505669/1,M,No,BAAAH,FT,P93,21,6,L6,230,55.75,55.78,0,10
1505691,1505691/1,F,No,BSCPSYCH,FT,P50,23,1,L6,260,71.75,74.73,0,2
1505708,1505708/1,F,No,BAAAH,FT,P50,21,3,L6,100,51,56.63,0,7
1505714,1505714/1,M,No,BABM,FT,P50,21,1,L6,380,68.5,76.6,0,0
1505734,1505734/1,M,No,BAAAH,FT,P50,21,2,L6,160,60.63,62.03,0,14
1505739,1505739/1,F,No,BSCPSYCH,FT,P50,21,3,L6,200,52.75,59.68,0,0
1505740,1505740/1,M,No,BASPBUSMAN,FT,Q80,25,6,L6,120,60.88,67.28,1,8
1505742,1505742/1,M,Yes,BAAAH,FT,X06,21,9,L6,031,63.5,64.48,0,45
1505756,1505756/1,M,No,BACOMMU,FT,Q80,23,1,L6,335,59.13,53.53,0,0
1505780,1505780/1,F,No,BAAAH,FT,P42,21,7,L6,285,53,61.28,0,0
1505801,1505801/1,F,Yes,BAAAH,FT,HUK,20,2,L6,370,57.63,58.8,0,26
1505815,1505815/1,F,No,BAAAH,FT,P42,21,2,L6,240,55.38,58.9,0,2
1505836,1505836/1,M,No,BSCSPEX,FT,HUK,22,2,L6,260,59.25,60.23,0,1
1505863,1505863/1,M,No,BSCSPEX,FT,P41,22,3,L6,200,59.75,67.4,0,0
1505876,1505876/1,F,No,BAAAH,FT,P50,21,9,L6,120,69,66.1,0,5
1505881,1505881/1,F,Yes,BAAAH,FT,P50,29,3,L6,270,68.38,68.58,0,14
1505889,1505889/1,M,No,BASPST,FT,P50,21,4,L6,280,56,51.95,1,5
1505896,1505896/1,M,Yes,BAAAH,FT,P50,21,9,L6,050,49,60.55,0,12
1505901,1505901/1,F,Yes,BAAAH,FT,P50,22,9,L6,520,54.5,59.18,0,13
1505912,1505912/1,M,No,BAAAH,FT,P50,22,9,L6,180,56.13,59.6,1,0
1505949,1505949/1,F,No,BSCMAML,FT,HUK,24,1,L6,,67.47,63.85,0,4
1505961,1505961/1,M,No,BAAAH,FT,P50,21,9,L6,230,60.88,66.2,0,0
1505963,1505963/1,M,No,BAAAH,FT,P50,22,9,L6,200,63.13,62.58,0,0
1505977,1505977/1,F,No,BAPESEC,FT,Q80,21,1,L6,420,47.88,48.33,0,1
1505981,1505981/1,F,No,BAAAH,FT,HUK,22,3,L6,200,52.63,52.88,0,0
1505989,1505989/1,M,No,BAPESEC,FT,Q80,22,6,L6,260,45.88,48.08,2,0
1505998,1505998/1,F,No,BAAAH,FT,P50,23,1,L6,460,70.46,68.6,1,4
1506002,1506002/1,F,No,BAAAH,FT,P41,21,2,L6,380,60,63.93,0,2
1506014,1506014/1,F,No,BAAAH,FT,P50,21,6,L6,160,59.05,64.58,0,0
1506022,1506022/1,M,No,BSCSEPS,FT,P41,21,1,L6,450,51.25,49.38,4,8
1506029,1506029/1,M,No,BSCFCPERF,FT,Q80,23,2,L6,,54.63,63.35,1,3
1506032,1506032/1,M,No,BAAAH,FT,P50,22,2,L6,340,76.38,71.78,0,1
1506040,1506040/1,F,No,BAEDSENDS,FT,P50,35,6,L6,,56.13,55.9,0,13
1506080,1506080/1,F,No,BAAAH,FT,HUK,21,2,L6,360,54.25,56.83,0,3
1506111,1506111/2,M,No,BAPESEC,FT,P50,22,5,L6,160,60.63,58.5,0,0
1506112,1506112/1,M,No,BAAAH,FT,HUK,23,4,L6,360,58.5,61.58,0,0
1506118,1506118/1,F,No,BAAAH,FT,HUK,33,3,L6,,58,61.35,0,0
1506124,1506124/1,M,No,BSCSPTH,FT,P41,22,4,L6,420,62.13,65.08,0,0
1506157,1506157/1,M,No,BAAAH,FT,Q80,20,4,L6,360,65,58.2,0,0
1506166,1506166/1,F,No,BAAAH,FT,P50,36,2,L6,100,68.5,66.65,0,0
1506168,1506168/1,M,No,BSCSPEX,FT,P41,22,4,L6,440,50.38,,2,1
1506171,1506171/1,M,No,BAPEPRI,FT,P50,20,6,L6,460,66.75,59.08,0,0
1506190,1506190/1,M,No,BAAAH,FT,P50,21,2,L6,260,62.13,62.75,0,0
1506195,1506195/1,M,No,BAAAH,FT,HUK,25,3,L6,120,65.38,64.3,0,3
1506202,1506202/1,F,No,BACOMMU,FT,P50,21,1,L6,260,55.13,60.05,0,0
1506241,1506241/1,M,No,BAPESC,FT,P41,23,6,L6,280,55.75,59.8,1,2
1506275,1506275/1,M,No,BAPESC,FT,P50,23,1,L6,240,62.13,72.48,0,0
1506302,1506302/1,M,No,BAAAH,FT,P50,25,7,L6,370,64.25,67.65,0,0
1506308,1506308/1,M,No,BSCPSYCH,FT,P50,23,2,L6,220,51.63,61.75,1,1
1506316,1506316/1,M,No,BAPESC,FT,Q80,21,2,L6,450,50.75,56.03,0,2
1506340,1506340/1,M,No,BSCSPTH,FT,P41,21,3,L6,320,43.88,45.63,1,0
1506343,1506343/1,F,No,BAAAH,FT,P41,21,6,L6,240,59.38,53.35,0,39
1506384,1506384/1,M,No,BAAAH,FT,P50,21,2,L6,240,58.5,62.15,0,1
1506407,1506407/1,M,No,BAAAH,FT,P50,22,9,L6,220,60.13,64.05,0,0
1506416,1506416/1,F,Yes,BASPDEVCO,FT,P41,22,2,L6,360,54.75,55.38,0,8
1506420,1506420/1,M,Yes,BAAAH,FT,P50,22,5,L6,200,51,65.38,0,90
1506420,1506420/1,M,Yes,BAAAH,FT,P50,22,5,L6,200,48.75,65.38,0,90
1506444,1506444/1,F,No,BSCSPEX,FT,HUK,21,7,L6,380,69.13,68.68,0,1
1506459,1506459/1,M,No,BAAAH,FT,P93,22,3,L6,315,61.38,66.9,0,5
1506470,1506470/1,F,Yes,BSCSEPS,FT,P50,21,4,L6,390,50.25,45.08,0,22
1506477,1506477/1,M,No,BAPESC,FT,P41,23,6,L6,280,52,54.4,0,0
1506483,1506483/1,M,No,BAAAH,FT,P41,21,9,L6,040,67.55,68.1,0,38
1506487,1506487/1,F,No,BAPESEC,FT,P50,21,5,L6,180,55.25,61.45,1,4
1506536,1506536/1,M,No,BAPESC,FT,P41,20,4,L6,420,47.88,47.78,0,0
1506541,1506541/1,M,No,BAPESEC,FT,P41,21,1,L6,,57.13,60.83,2,0
1506542,1506542/1,M,No,BSCFCPERF,FT,X05,22,2,L6,240,58.88,55.38,0,0
1506545,1506545/1,F,No,BABM,FT,P41,23,3,L6,460,56.75,65.75,0,1
1506585,1506585/2,M,No,BAPESEC,FT,P41,21,2,L6,420,52.5,56.35,0,0
1506588,1506588/1,F,Yes,BAPESC,FT,Q80,20,9,L6,,64.25,63.8,0,35
1506589,1506589/1,M,No,BAPEPRI,FT,HUK,27,2,L6,,59.88,65.95,0,3
1506620,1506620/1,M,No,BASPBUSMAN,FT,Q80,21,7,L6,320,49.5,51.9,0,0
1506629,1506629/1,F,No,BSCSPEX,FT,HUK,23,3,L6,220,55.38,65.08,3,75
1506658,1506658/1,F,Yes,BASPDEVCO,FT,HUK,21,2,L6,270,49,53.2,1,47
1506699,1506699/1,M,No,BAAAH,FT,P50,25,2,L6,180,57.75,54.7,0,4
1506714,1506714/2,F,No,BABM,FT,J10,23,,L6,,57.75,59.55,0,9
1506715,1506715/2,F,No,BABM,FT,P92,23,9,L6,,70.13,63.85,0,5
1506723,1506723/1,F,No,BABM,FT,P50,21,2,L6,210,69.88,68.5,0,0
1506725,1506725/1,F,No,BAAAH,FT,HUK,24,7,L6,,66.5,72.25,0,1
1506729,1506729/1,F,No,BAAAH,FT,X04,22,9,L6,,67.75,69.4,0,8
1506735,1506735/1,F,No,BSCMAML,FT,HUK,50,4,L6,140,75.12,72.5,0,0
1506756,1506756/1,F,Yes,BAAAH,FT,Q80,21,5,L6,240,55.38,57.03,0,17
1506765,1506765/1,F,No,BAAAH,FT,HUK,22,1,L6,350,64.63,66.58,1,45
1506769,1506769/1,M,No,BAPEPRI,FT,P41,24,3,L6,280,58.88,62.08,0,0
1506781,1506781/1,F,No,BAPESEC,FT,P41,22,1,L6,380,46.38,53.15,1,23
1506783,1506783/1,F,No,BAAAH,FT,P50,20,1,L6,420,55.13,59.4,0,0
1506784,1506784/1,M,Yes,BAAAH,FT,HUK,21,2,L6,320,68.13,63.68,0,34
1506786,1506786/1,F,Yes,BAAAH,FT,Q80,21,2,L6,240,54.63,61.3,0,41
1506801,1506801/1,F,Yes,BAAAH,FT,HUK,21,1,L6,280,71.25,70.78,0,81
1506876,1506876/1,F,No,BAAAH,FT,P50,21,9,L6,350,65.7,73.63,0,7
1506937,1506937/1,F,No,BAAAH,FT,HUK,20,2,L6,330,59.75,63.15,0,4
1506939,1506939/1,M,No,BAAAH,FT,Q80,23,9,L6,400,61.13,63.65,0,0
1506959,1506959/1,F,No,BAAAH,FT,HUK,56,6,L6,,67.25,70.43,0,0
1506962,1506962/1,M,No,BABM,FT,P41,22,6,L6,250,55.38,53.9,0,0
1506964,1506964/1,M,No,BABM,FT,J30,53,6,L6,,57.13,60.15,0,3
1506972,1506972/1,F,No,BAAAH,FT,X04,25,9,L6,,68.38,64.13,0,1
1507000,1507000/1,F,No,BAAAH,FT,H80,20,2,L6,380,50.38,64.15,1,1
1507024,1507024/1,F,No,BAAAH,FT,P50,21,1,L6,240,45.88,53.35,0,1
1507038,1507038/1,M,No,BABM,FT,P50,22,2,L6,200,68.38,63.78,0,0
1507043,1507043/2,M,Yes,BASPDEVCO,FT,Q80,21,9,L6,200,46.75,48.15,0,13
1507062,1507062/1,F,Yes,BAAAH,FT,Q80,25,1,L6,,60.63,62.65,0,6
1507075,1507075/1,F,No,BSCMAML,FT,P50,30,7,L6,060,71.23,73.23,0,0
1507164,1507164/1,M,No,BASPDEVCO,FT,HUK,26,2,L6,200,56.13,61.9,0,0
1507182,1507182/1,M,Yes,BAAAH,FT,P50,22,4,L6,160,55.5,58.98,0,4
1507217,1507217/1,M,No,BABM,FT,P50,23,9,L6,220,61,57.38,0,0
1507238,1507238/1,F,No,BAAAH,FT,Q80,21,1,L6,360,58,63.7,0,1
1507282,1507282/1,F,No,BABM,FT,P50,20,9,L6,240,66,72.25,0,13
1507285,1507285/2,M,No,BABM,FT,J49,23,,L6,,57.63,52.65,0,12
1507348,1507348/1,M,Yes,BAAAH,FT,HUK,23,6,L6,160,61.75,65.35,0,37
1507357,1507357/1,F,Yes,BAEDEC,FT,P50,23,5,L6,200,64.38,69.68,0,27
1507381,1507381/1,M,No,BAAAH,FT,P41,26,6,L6,150,59.75,62.85,0,0
1507383,1507383/1,M,No,BAAAH,FT,X06,22,5,L6,510,67,66.85,0,0
1507384,1507384/1,M,No,BAAAH,FT,X05,69,6,L6,,67.13,61.15,0,0
1507406,1507406/1,M,No,BAAAH,FT,P50,59,1,L6,200,64,58.85,0,2
1507423,1507423/1,F,No,BAAAH,FT,P93,63,2,L6,,63.75,65.15,0,3
1507429,1507429/1,F,No,BAPEPRI,FT,P41,21,5,L6,440,57,55.1,1,0
1507449,1507449/1,M,Yes,BAAAH,FT,P50,22,1,L6,200,64.75,65.25,0,9
1507476,1507476/1,F,No,BAAAH,FT,P50,20,2,L6,480,64.88,65.3,0,8
1507490,1507490/1,F,No,BAAAH,FT,X04,27,6,L6,,63.75,66.98,0,15
1507498,1507498/1,M,Yes,BAAAH,FT,P41,23,3,L6,280,56.25,58.18,0,54
1507562,1507562/1,M,No,BACOMMU,FT,P50,23,2,L6,400,66.38,71.68,0,0
1507620,1507620/1,F,No,BAAAH,FT,HUK,22,1,L6,180,51,60.08,0,5
1507717,1507717/1,F,Yes,BAAAH,FT,P50,24,3,L6,190,53.75,59.4,0,27
1507721,1507721/1,F,No,BAAAH,FT,P50,21,6,L6,230,59.63,63.5,0,26
1507741,1507741/1,F,No,BAAAH,FT,P50,21,1,L6,320,67.63,72.08,0,0
1507745,1507745/1,F,No,BABM,FT,P42,21,9,L6,310,69.5,70.83,0,1
1507780,1507780/1,M,No,BABM,FT,P50,21,2,L6,160,49.13,55.63,0,0
1507784,1507784/1,F,No,BAAAH,FT,P50,21,7,L6,300,66.25,70.43,0,1
1507791,1507791/1,M,No,BABM,FT,H80,22,6,L6,520,68.5,68.23,0,1
1507793,1507793/1,M,No,BAAAH,FT,HUK,20,6,L6,260,66.5,71.38,0,0
1507801,1507801/1,M,Yes,BSCPOL,FT,P50,21,1,L6,180,57.13,56.73,0,21
1507819,1507819/1,F,Yes,BAAAH,FT,P50,21,2,L6,270,62.38,62.08,1,29
1507821,1507821/1,F,No,BABM,FT,Q80,21,5,L6,100,52.88,61.03,0,0
1507827,1507827/1,F,Yes,BSCPSYCH,FT,P50,21,1,L6,180,72.13,63.83,0,20
1507852,1507852/1,F,No,BAAAH,FT,P50,21,1,L6,360,49.75,55.48,0,7
1507855,1507855/1,M,No,BAAAH,FT,P42,21,6,L6,300,54.25,58.63,0,7
1507858,1507858/1,M,No,BASPBUSMAN,FT,P41,22,3,L6,300,51.63,51.2,0,4
1507859,1507859/1,M,No,BAAAH,FT,P50,21,1,L6,200,56.38,58.1,0,0
1507875,1507875/1,F,No,BSCSEPS,FT,P50,20,9,L6,220,62,51.08,0,2
1507884,1507884/1,F,No,BAAAH,FT,P50,20,2,L6,280,60.88,63.85,0,0
1507885,1507885/1,M,No,BAAAH,FT,P41,21,9,L6,160,46,55.23,1,0
1507905,1507905/1,F,No,BAAAH,FT,P50,23,6,L6,,51.63,58.98,0,2
1507910,1507910/1,M,No,BAAAH,FT,P50,21,4,L6,180,69.5,67.53,0,1
1507982,1507982/1,M,No,BAAAH,FT,P42,33,3,L6,,65,69.38,0,1
1508016,1508016/1,M,No,BAAAH,FT,P50,21,5,L6,170,58.5,60.6,0,1
1508021,1508021/2,M,Yes,BSCSPSCO,FT,P50,27,6,L6,,,,0,12
1508021,1508021/2,M,Yes,BSCSPSCO,FT,P50,27,6,L6,,,49.23,0,12
1508128,1508128/1,F,No,BAEDEC,FT,,22,,L6,360,54.63,60.73,0,0
1508130,1508130/1,F,No,BAAAH,FT,P50,21,2,L6,340,60.25,61.88,0,0
1508181,1508181/1,F,Yes,BSCINJASPT,FT,P50,22,,L6,,54.67,48.7,0,0
1508186,1508186/1,F,Yes,BSCINJASPT,FT,X04,40,,L6,,56.5,51.3,0,0
1508187,1508187/1,M,Yes,BSCINJASPT,FT,X04,59,,L6,,64.17,75.13,0,0
1508190,1508190/1,F,Yes,BSCINJASPT,FT,P50,22,,L6,,59.5,53.17,0,0
1508191,1508191/1,F,Yes,BSCINJASPT,FT,X04,41,,L6,,60.33,55.53,0,0
1508222,1508222/1,F,Yes,BAAAH,FT,P50,21,2,L6,300,54,62.63,0,16
1508415,1508415/1,M,Yes,BAMUPRO,FT,,21,,L6,,49.25,44.8,0,0
1508416,1508416/1,M,Yes,BAMUPRO,FT,,21,,L6,,45,44,0,0
1508417,1508417/1,M,Yes,BAMUPRO,FT,,21,,L6,,42.25,51.5,0,0
1508418,1508418/1,M,Yes,BAMUPRO,FT,,23,,L6,,53,51.6,0,0
1508419,1508419/1,M,Yes,BAMUPRO,FT,,22,,L6,,48.5,47.8,0,0
1508424,1508424/1,M,Yes,BAMUPRO,FT,,21,,L6,,51.75,49.4,0,0
1508425,1508425/1,M,Yes,BAMUPRO,FT,,24,,L6,,45.75,48.1,0,0
1508442,1508442/1,M,Yes,BAMUPRO,FT,,22,,L6,,47,53.4,0,0
1508443,1508443/1,,Yes,BAMUPRO,FT,,24,,L6,,41,47.7,0,0
1508444,1508444/1,,Yes,BAMUPRO,FT,,23,,L6,,61.25,55,0,0
1508446,1508446/1,M,Yes,BAMUPRO,FT,,22,,L6,,54,48.7,0,0
1508450,1508450/1,F,Yes,BAMUPRO,FT,,23,,L6,,43.5,41.2,0,0
1508457,1508457/1,F,Yes,BAMUBUS,FT,,21,,L6,,57,54.3,0,0
1508458,1508458/1,M,Yes,BAMUPRO,FT,,23,,L6,,63,53.5,0,0
1508459,1508459/1,M,Yes,BAMUPRO,FT,,25,,L6,,77.25,63.8,0,0
